genome	og	contig	start	end	strand	identity	coverage
GCA_013085055.1	105776at5125	CP052046.1	2010742	2012611	-	1.0	1.000
GCA_013085055.1	105939at5125	CP052043.1	2416605	2418585	-	1.0	1.000
GCA_013085055.1	106128at5125	CP052038.1	3487186	3490185	+	1.0	1.000
GCA_013085055.1	106152at5125	CP052040.1	4115424	4119137	+	1.0	1.000
GCA_013085055.1	106221at5125	CP052045.1	1171618	1174055	-	0.9975	1.000
GCA_013085055.1	106310at5125	CP052046.1	1371674	1378348	-	0.9987	1.000
GCA_013085055.1	106359at5125	CP052039.1	4179787	4181800	+	1.0	1.000
GCA_013085055.1	106422at5125	CP052041.1	2249642	2251369	+	1.0	1.000
GCA_013085055.1	106494at5125	CP052046.1	2162025	2163638	-	1.0	1.000
GCA_013085055.1	106566at5125	CP052043.1	1432633	1434596	-	0.9966	1.000
GCA_013085055.1	106728at5125	CP052045.1	1228889	1230630	+	0.9981	1.000
GCA_013085055.1	106881at5125	CP052040.1	3053320	3059790	+	1.0	1.000
GCA_013085055.1	106933at5125	CP052040.1	2303080	2304551	+	0.9979	1.000
GCA_013085055.1	106941at5125	CP052038.1	4668491	4676296	-	0.9997	1.000
GCA_013085055.1	106967at5125	CP052040.1	1231336	1232105	-	1.0	1.000
GCA_013085055.1	107077at5125	CP052041.1	1793903	1797153	-	0.999	1.000
GCA_013085055.1	107152at5125	CP052040.1	1953988	1956264	+	0.9945	1.000
GCA_013085055.1	107223at5125	CP052045.1	783139	783540	-	0.9925	1.000
GCA_013085055.1	107275at5125	CP052041.1	1109794	1111106	+	1.0	1.000
GCA_013085055.1	107302at5125	CP052038.1	2224715	2227469	-	1.0	1.000
GCA_013085055.1	10731at5125	CP052041.1	1573409	1573867	+	1.0	1.000
GCA_013085055.1	107397at5125	CP052043.1	2229496	2231763	+	1.0	1.000
GCA_013085055.1	107412at5125	CP052040.1	2455573	2457284	-	0.9963	1.000
GCA_013085055.1	107539at5125	CP052041.1	2127050	2129728	+	0.992	1.000
GCA_013085055.1	107670at5125	CP052039.1	3161145	3164073	+	0.994	1.000
GCA_013085055.1	107762at5125	CP052039.1	1662233	1663285	-	1.0	1.000
GCA_013085055.1	107805at5125	CP052038.1	2863660	2866396	-	1.0	1.000
GCA_013085055.1	107837at5125	CP052038.1	2639738	2641379	+	0.9962	1.000
GCA_013085055.1	107842at5125	CP052042.1	1510302	1518876	-	1.0	1.000
GCA_013085055.1	107962at5125	CP052038.1	3133794	3135098	-	1.0	1.000
GCA_013085055.1	108018at5125	CP052038.1	2877082	2878238	-	1.0	1.000
GCA_013085055.1	108043at5125	CP052043.1	2224487	2225338	-	1.0	1.000
GCA_013085055.1	108096at5125	CP052041.1	1028560	1030967	+	1.0	1.000
GCA_013085055.1	108323at5125	CP052043.1	2402998	2403986	-	0.9967	1.000
GCA_013085055.1	108705at5125	CP052039.1	4214507	4215013	-	1.0	1.000
GCA_013085055.1	108906at5125	CP052042.1	3082282	3092882	+	0.999	1.000
GCA_013085055.1	108912at5125	CP052040.1	3522590	3525437	-	1.0	1.000
GCA_013085055.1	109234at5125	CP052039.1	3199239	3201337	-	1.0	1.000
GCA_013085055.1	109291at5125	CP052043.1	2605226	2606847	+	1.0	1.000
GCA_013085055.1	109348at5125	CP052041.1	770771	771831	+	0.994	1.000
GCA_013085055.1	109388at5125	CP052043.1	1222785	1225574	+	0.997	1.000
GCA_013085055.1	109405at5125	CP052046.1	1135513	1143182	+	1.0	1.000
GCA_013085055.1	109489at5125	CP052039.1	4253966	4255994	-	0.9973	1.000
GCA_013085055.1	109588at5125	CP052043.1	1871981	1874004	-	1.0	1.000
GCA_013085055.1	109622at5125	CP052040.1	3681832	3682910	-	1.0	1.000
GCA_013085055.1	109683at5125	CP052038.1	2114155	2116620	-	1.0	1.000
GCA_013085055.1	109748at5125	CP052040.1	2306093	2307151	-	0.9972	1.000
GCA_013085055.1	109749at5125	CP052045.1	3025939	3028108	-	0.991	1.000
GCA_013085055.1	109787at5125	CP052042.1	3919998	3921191	+	0.9974	1.000
GCA_013085055.1	109995at5125	CP052039.1	3778203	3780737	-	0.9987	1.000
GCA_013085055.1	110213at5125	CP052040.1	3365192	3366367	-	1.0	1.000
GCA_013085055.1	110350at5125	CP052043.1	881576	882703	-	0.9972	1.000
GCA_013085055.1	110477at5125	CP052045.1	2870795	2871744	-	0.9922	1.000
GCA_013085055.1	110553at5125	CP052038.1	2766883	2768138	+	1.0	1.000
GCA_013085055.1	110607at5125	CP052039.1	2828131	2831249	-	0.998	1.000
GCA_013085055.1	110706at5125	CP052042.1	2638497	2639228	-	1.0	1.000
GCA_013085055.1	110760at5125	CP052039.1	1373292	1375688	-	1.0	1.000
GCA_013085055.1	111006at5125	CP052040.1	3427221	3429117	-	0.9924	1.000
GCA_013085055.1	111022at5125	CP052045.1	743542	743994	-	0.9933	1.000
GCA_013085055.1	111121at5125	CP052041.1	3569444	3570655	+	1.0	1.000
GCA_013085055.1	111141at5125	CP052043.1	3190568	3191314	-	1.0	1.000
GCA_013085055.1	111250at5125	CP052045.1	2376963	2377730	-	0.9961	1.000
GCA_013085055.1	111256at5125	CP052038.1	5111086	5113720	+	0.9988	1.000
GCA_013085055.1	111448at5125	CP052041.1	114724	116902	+	1.0	1.000
GCA_013085055.1	111472at5125	CP052039.1	3074886	3075296	+	1.0	1.000
GCA_013085055.1	111530at5125	CP052040.1	3818227	3819585	+	0.9616	1.000
GCA_013085055.1	111633at5125	CP052038.1	2609594	2610859	-	0.9976	1.000
GCA_013085055.1	111734at5125	CP052039.1	4520874	4522556	-	1.0	1.000
GCA_013085055.1	111745at5125	CP052038.1	3691823	3696742	+	1.0	1.000
GCA_013085055.1	111793at5125	CP052042.1	796187	797073	+	1.0	1.000
GCA_013085055.1	111814at5125	CP052040.1	1349787	1354804	-	1.0	1.000
GCA_013085055.1	111824at5125	CP052040.1	2847396	2849149	-	1.0	1.000
GCA_013085055.1	111974at5125	CP052040.1	2171185	2172042	-	1.0	1.000
GCA_013085055.1	112361at5125	CP052038.1	990556	991560	+	1.0	1.000
GCA_013085055.1	112495at5125	CP052045.1	2103406	2104640	+	1.0	1.000
GCA_013085055.1	112607at5125	CP052045.1	783623	784553	+	0.9966	1.000
GCA_013085055.1	1126at5125	CP052042.1	1226334	1227057	+	1.0	1.000
GCA_013085055.1	112759at5125	CP052046.1	2040396	2041904	+	1.0	1.000
GCA_013085055.1	112857at5125	CP052042.1	2361521	2363784	+	0.9946	1.000
GCA_013085055.1	113297at5125	CP052038.1	1639768	1640722	-	0.9967	1.000
GCA_013085055.1	113325at5125	CP052040.1	2190777	2198459	-	0.9934	1.000
GCA_013085055.1	113478at5125	CP052039.1	917797	921252	-	0.9991	1.000
GCA_013085055.1	113652at5125	CP052038.1	1025862	1036118	+	1.0	1.000
GCA_013085055.1	113708at5125	CP052038.1	4785050	4789686	-	0.9984	1.000
GCA_013085055.1	113918at5125	CP052040.1	1819059	1820752	+	1.0	1.000
GCA_013085055.1	113996at5125	CP052043.1	2770248	2771356	+	1.0	1.000
GCA_013085055.1	114075at5125	CP052041.1	1537260	1538146	-	1.0	1.000
GCA_013085055.1	114290at5125	CP052040.1	2828178	2830460	+	0.996	1.000
GCA_013085055.1	114765at5125	CP052041.1	2690861	2696038	-	0.9921	1.000
GCA_013085055.1	114818at5125	CP052039.1	2774371	2776411	-	1.0	1.000
GCA_013085055.1	114988at5125	CP052038.1	3311392	3312112	+	0.9951	1.000
GCA_013085055.1	11508at5125	CP052041.1	1329895	1330753	-	1.0	1.000
GCA_013085055.1	115096at5125	CP052040.1	4253717	4254739	+	1.0	1.000
GCA_013085055.1	115231at5125	CP052038.1	3638200	3641041	+	0.9932	1.000
GCA_013085055.1	115232at5125	CP052043.1	1079235	1081015	+	0.9974	1.000
GCA_013085055.1	115277at5125	CP052039.1	3441678	3443265	+	0.9811	1.000
GCA_013085055.1	115704at5125	CP052039.1	1858948	1860043	+	1.0	1.000
GCA_013085055.1	115723at5125	CP052038.1	4676848	4678626	+	1.0	1.000
GCA_013085055.1	115821at5125	CP052038.1	2402762	2403899	+	0.9916	1.000
GCA_013085055.1	116059at5125	CP052038.1	1272515	1274834	-	0.9971	1.000
GCA_013085055.1	116160at5125	CP052042.1	1948585	1952060	-	0.9978	1.000
GCA_013085055.1	116354at5125	CP052043.1	1902780	1904732	+	0.9984	1.000
GCA_013085055.1	116362at5125	CP052043.1	3235069	3237107	+	1.0	1.000
GCA_013085055.1	116774at5125	CP052043.1	3076890	3078467	-	0.9961	1.000
GCA_013085055.1	116802at5125	CP052038.1	4308356	4315622	+	1.0	1.000
GCA_013085055.1	116813at5125	CP052041.1	1241798	1243788	+	0.9984	1.000
GCA_013085055.1	116853at5125	CP052046.1	2037444	2039613	-	0.9954	1.000
GCA_013085055.1	116889at5125	CP052042.1	628171	630862	-	0.9977	1.000
GCA_013085055.1	116909at5125	CP052039.1	1424878	1426578	+	1.0	1.000
GCA_013085055.1	117043at5125	CP052042.1	3769514	3772051	-	1.0	1.000
GCA_013085055.1	117138at5125	CP052039.1	1929907	1931187	+	0.9883	1.000
GCA_013085055.1	117213at5125	CP052042.1	3093529	3093933	-	1.0	1.000
GCA_013085055.1	117246at5125	CP052046.1	2488709	2490970	+	1.0	1.000
GCA_013085055.1	117310at5125	CP052040.1	2510432	2515503	-	1.0	1.000
GCA_013085055.1	117335at5125	CP052040.1	2102362	2103589	-	1.0	0.997
GCA_013085055.1	117461at5125	CP052042.1	3248857	3249751	+	1.0	1.000
GCA_013085055.1	117522at5125	CP052038.1	4616653	4618129	-	1.0	1.000
GCA_013085055.1	117651at5125	CP052040.1	1432040	1433209	-	1.0	1.000
GCA_013085055.1	117708at5125	CP052041.1	867829	870333	-	0.9964	1.000
GCA_013085055.1	117713at5125	CP052038.1	2242869	2243993	-	0.992	1.000
GCA_013085055.1	117758at5125	CP052042.1	1442259	1444380	-	1.0	1.000
GCA_013085055.1	117851at5125	CP052040.1	2451473	2456818	-	1.0	1.000
GCA_013085055.1	117933at5125	CP052038.1	5757537	5758590	-	1.0	1.000
GCA_013085055.1	117967at5125	CP052038.1	3309615	3310978	-	0.9959	1.000
GCA_013085055.1	118152at5125	CP052042.1	1125978	1127054	-	1.0	1.000
GCA_013085055.1	118180at5125	CP052040.1	3621690	3623029	+	0.9927	1.000
GCA_013085055.1	118228at5125	CP052039.1	4445222	4446234	+	0.9907	1.000
GCA_013085055.1	118240at5125	CP052038.1	2555629	2556721	+	1.0	1.000
GCA_013085055.1	118246at5125	CP052040.1	1167789	1170019	+	0.9986	1.000
GCA_013085055.1	118253at5125	CP052038.1	3137919	3138967	-	1.0	1.000
GCA_013085055.1	118267at5125	CP052040.1	4153146	4159237	+	0.9978	1.000
GCA_013085055.1	118271at5125	CP052043.1	3017059	3019154	-	1.0	1.000
GCA_013085055.1	118331at5125	CP052045.1	2296896	2300390	+	1.0	1.000
GCA_013085055.1	118348at5125	CP052038.1	1716310	1719494	+	0.9979	1.000
GCA_013085055.1	118429at5125	CP052039.1	3121197	3122346	+	1.0	1.000
GCA_013085055.1	118641at5125	CP052040.1	1460812	1461148	-	0.9892	1.000
GCA_013085055.1	118684at5125	CP052038.1	5554962	5558418	+	1.0	1.000
GCA_013085055.1	118692at5125	CP052040.1	1160817	1162338	-	1.0	1.000
GCA_013085055.1	118702at5125	CP052045.1	1601520	1604414	-	0.9989	1.000
GCA_013085055.1	118861at5125	CP052041.1	442297	444152	+	0.9963	1.000
GCA_013085055.1	118862at5125	CP052038.1	3382829	3385451	-	1.0	1.000
GCA_013085055.1	118905at5125	CP052038.1	899035	903015	+	0.9969	1.000
GCA_013085055.1	118929at5125	CP052045.1	2852669	2853734	+	1.0	1.000
GCA_013085055.1	119185at5125	CP052040.1	3189510	3191485	+	1.0	1.000
GCA_013085055.1	119210at5125	CP052040.1	2560159	2561592	+	0.9942	1.000
GCA_013085055.1	119486at5125	CP052042.1	3486609	3487997	+	0.9977	1.000
GCA_013085055.1	119545at5125	CP052038.1	1674636	1686949	+	1.0	1.000
GCA_013085055.1	119604at5125	CP052043.1	1060280	1062320	+	1.0	1.000
GCA_013085055.1	119667at5125	CP052046.1	1106867	1109801	-	1.0	1.000
GCA_013085055.1	119948at5125	CP052043.1	2874736	2875752	+	1.0	1.000
GCA_013085055.1	120005at5125	CP052045.1	837019	847638	-	0.9965	1.000
GCA_013085055.1	120027at5125	CP052045.1	1113806	1114505	-	0.9954	1.000
GCA_013085055.1	120029at5125	CP052040.1	3159266	3160473	+	1.0	1.000
GCA_013085055.1	120169at5125	CP052040.1	2394548	2399551	+	0.9987	1.000
GCA_013085055.1	120211at5125	CP052042.1	3659827	3661811	+	0.9985	1.000
GCA_013085055.1	120257at5125	CP052040.1	1754767	1756040	+	0.99	0.990
GCA_013085055.1	120267at5125	CP052041.1	2713307	2723602	-	0.9991	1.000
GCA_013085055.1	120738at5125	CP052040.1	1612479	1615872	-	1.0	1.000
GCA_013085055.1	120864at5125	CP052041.1	1139859	1140979	+	0.9941	1.000
GCA_013085055.1	120923at5125	CP052039.1	2970450	2971145	+	0.9948	1.000
GCA_013085055.1	120978at5125	CP052038.1	3912546	3914798	-	0.9944	1.000
GCA_013085055.1	121194at5125	CP052038.1	4096617	4097195	+	1.0	1.000
GCA_013085055.1	121248at5125	CP052041.1	1849805	1851724	-	0.995	1.000
GCA_013085055.1	121296at5125	CP052040.1	3016101	3016730	+	1.0	1.000
GCA_013085055.1	121343at5125	CP052041.1	1972590	1973387	+	1.0	1.000
GCA_013085055.1	121374at5125	CP052041.1	2626147	2628171	-	0.9985	1.000
GCA_013085055.1	121394at5125	CP052041.1	3272112	3272651	-	1.0	1.000
GCA_013085055.1	121522at5125	CP052041.1	899654	902662	-	0.9989	1.000
GCA_013085055.1	121723at5125	CP052041.1	2861223	2862533	+	0.9976	1.000
GCA_013085055.1	121996at5125	CP052045.1	2655755	2656414	+	1.0	1.000
GCA_013085055.1	122130at5125	CP052040.1	3103142	3105815	+	0.9988	1.000
GCA_013085055.1	122213at5125	CP052046.1	1213422	1217396	-	1.0	1.000
GCA_013085055.1	122476at5125	CP052041.1	1694914	1698543	+	1.0	1.000
GCA_013085055.1	122625at5125	CP052040.1	4110882	4112278	-	1.0	1.000
GCA_013085055.1	122644at5125	CP052045.1	1538171	1539440	-	0.9945	1.000
GCA_013085055.1	122741at5125	CP052039.1	1868910	1870662	+	0.9982	1.000
GCA_013085055.1	122746at5125	CP052043.1	2004051	2005244	+	0.9923	1.000
GCA_013085055.1	122783at5125	CP052040.1	3350868	3351455	-	1.0	1.000
GCA_013085055.1	123013at5125	CP052041.1	1978348	1978992	+	1.0	1.000
GCA_013085055.1	123028at5125	CP052039.1	3155113	3157190	-	0.9983	1.000
GCA_013085055.1	123209at5125	CP052043.1	1409442	1411568	+	0.9912	1.000
GCA_013085055.1	123402at5125	CP052038.1	4557037	4560174	-	0.994	1.000
GCA_013085055.1	123445at5125	CP052041.1	1629045	1629809	+	1.0	1.000
GCA_013085055.1	123602at5125	CP052039.1	3516222	3518261	+	0.9985	1.000
GCA_013085055.1	123654at5125	CP052046.1	1185835	1187490	-	0.9982	1.000
GCA_013085055.1	123677at5125	CP052041.1	3962921	3964489	+	0.996	1.000
GCA_013085055.1	123797at5125	CP052041.1	4168957	4171014	+	0.9874	1.000
GCA_013085055.1	123931at5125	CP052038.1	2483167	2484075	-	1.0	1.000
GCA_013085055.1	124050at5125	CP052039.1	3235453	3236422	+	0.9955	1.000
GCA_013085055.1	124218at5125	CP052041.1	3599239	3601510	+	0.9987	1.000
GCA_013085055.1	124265at5125	CP052040.1	2587523	2588495	+	0.9967	1.000
GCA_013085055.1	124274at5125	CP052043.1	2123813	2124491	+	1.0	1.000
GCA_013085055.1	124375at5125	CP052041.1	4345532	4352371	+	0.9953	1.000
GCA_013085055.1	124478at5125	CP052042.1	1382365	1398867	-	0.9977	1.000
GCA_013085055.1	124584at5125	CP052039.1	2764480	2766701	-	1.0	1.000
GCA_013085055.1	124677at5125	CP052047.1	2401414	2403477	-	1.0	1.000
GCA_013085055.1	124784at5125	CP052042.1	2403652	2404070	-	1.0	1.000
GCA_013085055.1	124800at5125	CP052038.1	5197314	5200764	+	0.9869	1.000
GCA_013085055.1	124854at5125	CP052038.1	1541041	1545584	-	0.998	1.000
GCA_013085055.1	124897at5125	CP052040.1	1742234	1743721	+	1.0	1.000
GCA_013085055.1	125149at5125	CP052043.1	1759815	1762329	+	0.9988	1.000
GCA_013085055.1	125215at5125	CP052038.1	4571968	4586334	-	0.9682	1.000
GCA_013085055.1	125236at5125	CP052038.1	3702973	3703794	-	1.0	1.000
GCA_013085055.1	125329at5125	CP052043.1	3084680	3088025	+	0.9981	1.000
GCA_013085055.1	125872at5125	CP052043.1	3329727	3332390	-	0.9955	1.000
GCA_013085055.1	126424at5125	CP052043.1	2153582	2154286	+	1.0	1.000
GCA_013085055.1	126537at5125	CP052045.1	2095664	2096912	+	1.0	1.000
GCA_013085055.1	126820at5125	CP052042.1	1056204	1057771	+	1.0	1.000
GCA_013085055.1	126821at5125	CP052040.1	1991916	1994328	+	0.9987	1.000
GCA_013085055.1	126973at5125	CP052041.1	3663386	3664465	+	0.9944	1.000
GCA_013085055.1	126981at5125	CP052038.1	3798267	3801016	-	1.0	1.000
GCA_013085055.1	127075at5125	CP052043.1	882974	883730	+	0.9915	1.000
GCA_013085055.1	127259at5125	CP052046.1	1207719	1208831	-	1.0	1.000
GCA_013085055.1	127293at5125	CP052039.1	4022936	4023585	+	1.0	1.000
GCA_013085055.1	127395at5125	CP052038.1	3442214	3442852	-	1.0	1.000
GCA_013085055.1	127405at5125	CP052040.1	2963806	2965602	-	0.995	1.000
GCA_013085055.1	127455at5125	CP052040.1	1810881	1812966	-	0.9995	1.000
GCA_013085055.1	127620at5125	CP052040.1	3045727	3048545	+	0.9992	1.000
GCA_013085055.1	127853at5125	CP052038.1	4457576	4460024	-	1.0	1.000
GCA_013085055.1	128056at5125	CP052042.1	2365147	2365936	+	0.9958	1.000
GCA_013085055.1	128161at5125	CP052039.1	3245722	3246129	-	1.0	1.000
GCA_013085055.1	128629at5125	CP052045.1	782068	782887	+	1.0	1.000
GCA_013085055.1	128686at5125	CP052041.1	3142333	3142995	+	0.9955	1.000
GCA_013085055.1	128844at5125	CP052040.1	1633994	1636759	+	1.0	1.000
GCA_013085055.1	129146at5125	CP052042.1	3679339	3680425	+	1.0	1.000
GCA_013085055.1	129299at5125	CP052043.1	1621664	1625128	-	0.9957	1.000
GCA_013085055.1	129422at5125	CP052042.1	3917111	3919026	+	0.9911	1.000
GCA_013085055.1	129579at5125	CP052040.1	2615548	2617515	-	0.9954	1.000
GCA_013085055.1	129627at5125	CP052038.1	3055409	3056230	+	1.0	1.000
GCA_013085055.1	130113at5125	CP052038.1	1935645	1936304	-	0.9954	1.000
GCA_013085055.1	130228at5125	CP052038.1	2354940	2369506	+	0.9982	1.000
GCA_013085055.1	130446at5125	CP052042.1	3317664	3321499	-	0.9992	1.000
GCA_013085055.1	130464at5125	CP052038.1	653769	654902	+	0.9947	1.000
GCA_013085055.1	130491at5125	CP052039.1	3885338	3886704	-	1.0	1.000
GCA_013085055.1	130536at5125	CP052043.1	1791985	1793666	-	0.9908	1.000
GCA_013085055.1	131341at5125	CP052039.1	4256876	4258990	-	1.0	1.000
GCA_013085055.1	131466at5125	CP052040.1	2483314	2484438	+	1.0	1.000
GCA_013085055.1	131496at5125	CP052045.1	2688663	2690383	+	0.9948	1.000
GCA_013085055.1	131823at5125	CP052042.1	2962732	2967445	+	0.9971	1.000
GCA_013085055.1	132232at5125	CP052038.1	4448657	4450282	-	1.0	1.000
GCA_013085055.1	132328at5125	CP052038.1	2685450	2686496	+	1.0	1.000
GCA_013085055.1	132392at5125	CP052045.1	1447262	1449116	-	0.9967	1.000
GCA_013085055.1	132508at5125	CP052040.1	1838569	1839699	+	0.9944	1.000
GCA_013085055.1	132518at5125	CP052038.1	1203076	1204859	+	0.9944	1.000
GCA_013085055.1	132519at5125	CP052039.1	1236063	1237220	+	1.0	1.000
GCA_013085055.1	132532at5125	CP052039.1	4205474	4206827	-	0.9908	1.000
GCA_013085055.1	132557at5125	CP052038.1	1422988	1424071	+	1.0	1.000
GCA_013085055.1	132837at5125	CP052038.1	5250945	5252536	+	0.998	1.000
GCA_013085055.1	132861at5125	CP052038.1	3796322	3797468	-	0.9862	1.000
GCA_013085055.1	132880at5125	CP052045.1	2391591	2395391	-	0.996	1.000
GCA_013085055.1	133074at5125	CP052042.1	1612095	1613337	-	0.9975	1.000
GCA_013085055.1	133284at5125	CP052038.1	4602011	4603368	+	0.9981	1.000
GCA_013085055.1	13332at5125	CP052038.1	5143494	5144563	-	1.0	1.000
GCA_013085055.1	133736at5125	CP052045.1	2591510	2592563	+	0.9824	1.000
GCA_013085055.1	133765at5125	CP052038.1	4111380	4112366	+	0.9968	1.000
GCA_013085055.1	133785at5125	CP052046.1	1329219	1330532	-	0.995	1.000
GCA_013085055.1	134188at5125	CP052038.1	2125442	2127381	+	0.9898	1.000
GCA_013085055.1	134459at5125	CP052045.1	2613817	2615397	+	1.0	1.000
GCA_013085055.1	134497at5125	CP052042.1	2684577	2685671	-	0.9938	1.000
GCA_013085055.1	134582at5125	CP052045.1	1812784	1815762	+	0.9968	1.000
GCA_013085055.1	134824at5125	CP052041.1	2022766	2024500	-	1.0	1.000
GCA_013085055.1	135314at5125	CP052038.1	4523570	4526224	-	1.0	1.000
GCA_013085055.1	136016at5125	CP052043.1	2960511	2962529	+	0.9985	1.000
GCA_013085055.1	136066at5125	CP052045.1	607995	609528	+	0.988	1.000
GCA_013085055.1	136151at5125	CP052038.1	2223561	2224372	+	1.0	1.000
GCA_013085055.1	136161at5125	CP052039.1	1439968	1442835	-	1.0	1.000
GCA_013085055.1	13666at5125	CP052041.1	2081398	2083029	+	1.0	1.000
GCA_013085055.1	1368at5125	CP052045.1	830053	830601	-	1.0	1.000
GCA_013085055.1	137651at5125	CP052041.1	3630446	3631423	-	1.0	1.000
GCA_013085055.1	137975at5125	CP052043.1	1144508	1147457	+	0.9916	1.000
GCA_013085055.1	13873at5125	CP052046.1	2027471	2028433	+	1.0	1.000
GCA_013085055.1	139279at5125	CP052045.1	964027	967050	-	0.995	1.000
GCA_013085055.1	140216at5125	CP052038.1	1468560	1471971	+	0.9982	1.000
GCA_013085055.1	140657at5125	CP052042.1	1452839	1454925	-	1.0	1.000
GCA_013085055.1	14224at5125	CP052038.1	3781880	3784262	+	0.9972	1.000
GCA_013085055.1	142605at5125	CP052040.1	2156520	2157351	+	0.9915	1.000
GCA_013085055.1	142614at5125	CP052042.1	1419583	1420700	+	0.998	1.000
GCA_013085055.1	142659at5125	CP052038.1	3878069	3879219	+	0.997	1.000
GCA_013085055.1	142711at5125	CP052041.1	2667110	2670126	-	0.9995	1.000
GCA_013085055.1	142717at5125	CP052038.1	5183349	5185111	+	1.0	1.000
GCA_013085055.1	142744at5125	CP052040.1	2336054	2336898	+	1.0	1.000
GCA_013085055.1	142753at5125	CP052042.1	1211960	1215722	-	0.9982	1.000
GCA_013085055.1	142762at5125	CP052038.1	1045112	1048326	+	0.9951	1.000
GCA_013085055.1	142765at5125	CP052045.1	1827134	1827934	+	0.9917	1.000
GCA_013085055.1	142774at5125	CP052038.1	4170107	4170780	+	1.0	1.000
GCA_013085055.1	142792at5125	CP052043.1	3031915	3033202	+	1.0	1.000
GCA_013085055.1	142796at5125	CP052040.1	3257193	3258100	+	0.9961	1.000
GCA_013085055.1	142810at5125	CP052046.1	1975940	1977028	-	0.9972	1.000
GCA_013085055.1	142866at5125	CP052039.1	3093311	3094359	+	1.0	1.000
GCA_013085055.1	142896at5125	CP052039.1	539051	540293	+	1.0	1.000
GCA_013085055.1	142908at5125	CP052040.1	3745195	3745679	+	1.0	1.000
GCA_013085055.1	142988at5125	CP052039.1	1860798	1861610	+	1.0	1.000
GCA_013085055.1	143020at5125	CP052040.1	678540	679636	+	1.0	1.000
GCA_013085055.1	143035at5125	CP052042.1	2634338	2636739	-	0.9987	1.000
GCA_013085055.1	143045at5125	CP052038.1	4295354	4296443	+	1.0	1.000
GCA_013085055.1	143113at5125	CP052045.1	1866387	1867819	+	1.0	1.000
GCA_013085055.1	143133at5125	CP052039.1	3295897	3296272	+	1.0	1.000
GCA_013085055.1	143201at5125	CP052038.1	5069601	5070737	+	1.0	1.000
GCA_013085055.1	143274at5125	CP052038.1	3324982	3329584	+	0.9993	1.000
GCA_013085055.1	143279at5125	CP052040.1	1340400	1341472	-	0.9965	1.000
GCA_013085055.1	143328at5125	CP052041.1	3045796	3048257	+	1.0	1.000
GCA_013085055.1	143343at5125	CP052046.1	1357461	1359884	+	0.9962	1.000
GCA_013085055.1	143401at5125	CP052042.1	1785562	1787540	+	0.9984	1.000
GCA_013085055.1	143419at5125	CP052039.1	788892	789488	-	1.0	1.000
GCA_013085055.1	143435at5125	CP052038.1	2600570	2602278	+	0.9982	1.000
GCA_013085055.1	143455at5125	CP052038.1	700879	701652	-	0.9985	1.000
GCA_013085055.1	143458at5125	CP052040.1	1647421	1649405	-	1.0	1.000
GCA_013085055.1	143494at5125	CP052046.1	1450628	1454078	-	0.998	1.000
GCA_013085055.1	143525at5125	CP052045.1	2732461	2733846	+	1.0	1.000
GCA_013085055.1	143569at5125	CP052039.1	4347624	4348157	+	1.0	1.000
GCA_013085055.1	143572at5125	CP052040.1	2747426	2748995	+	1.0	1.000
GCA_013085055.1	143576at5125	CP052040.1	2418039	2419087	+	0.9931	1.000
GCA_013085055.1	143612at5125	CP052045.1	1053972	1054973	+	0.997	1.000
GCA_013085055.1	143650at5125	CP052038.1	4061879	4063989	-	1.0	1.000
GCA_013085055.1	143670at5125	CP052039.1	4693373	4695009	+	1.0	1.000
